"session_date","session_day","time_block","duration_minutes","room","session_kind","plenum_kind","session_type","tracks","recording_status","title","speakers","speaker_org_titles","description_clean","status","liveUrl","recordingUrl","session_id"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"National Harbor 10","Content","Concurrent","Panel","","This session *will* be recorded ✅","Reporting on the U.S. military: Beyond the headlines","Dan Lamothe; Greg Jaffe; Leah Rosenbaum; Sonner Kehrt","Investigative Reporter, The War Horse | The New York Times | The Washington Post","Military reporting becomes front-page news when there's a war going on. But during peace time, it's often a neglected beat -- despite US taxpayers paying $850 billion to fund the military and another $325 billion on the VA health system. The military touches all of our lives, but remains opaque to the average American. This panel session led by reporters who cover the military as their primary beat will discuss how to find behind-the-scenes stories about the US military that can influence real change, both on a political and personal level.","Accepted",NA,NA,"1188542"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"National Harbor 11","Content","Concurrent","Panel","","This session *will* be recorded ✅","Building the team: Where everyone wants to work and no one wants to leave","Kevin Benz","Journalist and media consultant","Leading and managing a broadcast newsroom has never been harder or more important. This session digs into the core skills today’s news leaders need, offering a pragmatic, honest, and shared conversation about what it takes to build a positive, inclusive culture where people want to do their best work and stay. We’ll focus on practical systems for onboarding, developing teams, re-energizing veteran staff, setting clear expectations for behavior, embedding feedback into daily work, and understanding what’s really happening inside your newsroom — all while centering community-based journalism as a driver of healthy internal culture. You’ll leave inspired, better equipped to handle tough challenges, and prepared to intentionally shape the culture that supports both your people and your strategy.","Accepted",NA,NA,"1220998"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"National Harbor 2","Content","Concurrent","Panel","Beat reporting; Criminal legal system; Equity, inclusion and accessibility; Reporting & writing strategies; Story ideas","This session *will* be recorded ✅","Working with victims in a trauma-informed way","Lisa Armstrong","UC Berkeley Journalism School","","Accepted",NA,NA,"1255871"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"National Harbor 3","Content","Concurrent","Panel","","This session *will* be recorded ✅","Diseases and deadlines: Covering health issues on deadline and beyond","Catherine Sweeney; Eli Cahan; Madi Alexander","Deputy Data & Graphics editor, POLITICO | Health reporter, Nashville Public Radio | Journalist / Physician, Rolling Stone / Stanford University","Measles, mumps, rubella, oh my! Health care is driving major political and public interest debates, from measles outbreaks to broader policy fights about affordability and cost. This panel will help reporters identify meaningful health stories and turn breaking health news into deeper enterprise and investigative reporting. Using several timely health topics, reporters from digital, magazine, and local radio outlets will discuss how they would approach the same issues on three timelines: 2 days, 2 weeks, and 2 months. Attendees will learn how to identify breaking health stories with have real investigative potential and move from fast-turn news coverage to deeper enterprise reporting.","Accepted",NA,NA,"1215919"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"National Harbor 4-5","Content","Concurrent","Panel","Press freedom","This session *will* be recorded ✅","The evolution of anonymity in the Trump era","","","In the current climate, newsrooms are being forced to reconsider what qualifies for anonymous treatment in a story. We talk about the evolving risks our sources face and how to systemize the decision of whether to remove someone's name from an already-published story.","Accepted",NA,NA,"1188169"
2026-06-19,"Friday","07:00 AM - 07:00 PM",720,"National Harbor 15","Service / break","Concurrent","","","","Recharge Room","","","Need a spot to decompress, take a load off, get your bearings or recharge your batteries? This is the room for you!",NA,NA,NA,"a4c1b7c9-e459-4d85-9d6e-33b9663794ff"
2026-06-19,"Friday","07:00 PM - 10:00 PM",180,"Maryland C","Service / break","Concurrent","","","","Game Night","","","Have some fun with friends old and new while playing board games, cards, etc. Games and cards are provided, and feel free to bring your own. All conference attendees are welcome.",NA,NA,NA,"d7e6cd9d-1187-4df5-ae54-3d8a96c7c2bc"
2026-06-19,"Friday","07:30 AM - 05:30 PM",600,"Conference-wide","Service / break","Concurrent","","","","Registration Hours","","","Pick up your badge or register on-site: 7:30 a.m. - 5:30 p.m.",NA,NA,NA,"b47d8eb5-67b7-4bf4-9a63-82f59da022e8"
2026-06-19,"Friday","07:45 AM - 08:45 AM",60,"Maryland D","Service / break","Concurrent","","","","Mentor Breakfast (invite only)","","","If you signed up for the conference mentor program, come meet your match at this invitation-only breakfast.",NA,NA,NA,"93983ae9-d36a-421f-9ca9-176c7f970cf7"
2026-06-19,"Friday","08:00 AM - 05:00 PM",540,"Maryland Foyer","Service / break","Concurrent","","","","Exhibitors","","","Stop by and visit with the exhibitors and recruiters.",NA,NA,NA,"724c57da-2ef2-42e9-a106-928e0034408f"
2026-06-19,"Friday","08:00 AM - 09:30 AM",90,"National Harbor 6","Service / break","Concurrent","","","","Adjacent Event: Breakfast Chat About ProPublica's Local Reporting Network","","","Are you a local reporter or editor with an ambitious investigative project in mind? Please join us to learn more about the Local Reporting Network, a collaborative program through which ProPublica works with local newsrooms on a year-long accountability project. This opportunity is open to both staff and freelance reporters working with a local/regional newsroom on the project. Please join us for an informal breakfast chat about the program and how it works. You'll meet both ProPublica editors and reporters who can talk about their participation in the program.",NA,NA,NA,"45ba24b3-f981-40ca-af54-6ab6ede5a5c9"
